Transation_ID,Date,Customer ID,Gender,City,Product Category,Age,Payment,Quantity,Price per Unit,Total Amount
344,21-01-2023,CUST344,Female,Pune,Beauty,21,Credit card,1,30,30
345,14-11-2023,CUST345,Male,Surat,Electronics,42,Ewallet,1,30,30
346,11-02-2023,CUST346,Male,Pune,Clothing,62,Credit card,2,500,1000
347,03-08-2023,CUST347,Male,Mumbai,Electronics,59,Ewallet,1,25,25
348,03-12-2023,CUST348,Female,Nashik,Electronics,42,Cash,2,300,600
349,26-10-2023,CUST349,Female,Nashik,Beauty,35,Cash,1,50,50
350,17-10-2023,CUST350,Male,Pune,Beauty,57,Ewallet,3,25,75
351,25-09-2023,CUST351,Female,Mumbai,Clothing,25,Credit card,3,30,90
352,11-06-2023,CUST352,Male,Nashik,Electronics,56,Ewallet,2,500,1000
353,14-05-2023,CUST353,Male,Pune,Electronics,57,Cash,1,500,500
354,15-04-2023,CUST354,Female,Mumbai,Beauty,31,Cash,4,50,200
355,09-12-2023,CUST355,Female,Nashik,Electronics,49,Ewallet,1,500,500
356,10-06-2023,CUST356,Male,Pune,Electronics,55,Cash,3,500,1500
357,03-05-2023,CUST357,Female,Surat,Electronics,50,Cash,3,25,75
358,16-05-2023,CUST358,Female,Pune,Beauty,40,Credit card,1,300,300
359,22-07-2023,CUST359,Male,Mumbai,Clothing,32,Ewallet,1,50,50
360,09-03-2023,CUST360,Male,Nashik,Clothing,50,Ewallet,4,25,100
361,10-12-2023,CUST361,Female,Nashik,Electronics,42,Credit card,4,300,1200
362,27-11-2023,CUST362,Male,Pune,Clothing,34,Cash,1,25,25
363,03-06-2023,CUST363,Male,Mumbai,Beauty,50,Cash,1,25,25
364,23-08-2023,CUST364,Female,Nashik,Beauty,64,Ewallet,1,500,500
365,11-06-2023,CUST365,Male,Pune,Furniture,19,Ewallet,1,300,300
366,07-02-2023,CUST366,Male,Mumbai,Clothing,31,Cash,2,50,100
367,05-01-2023,CUST367,Female,Nashik,Electronics,57,Cash,1,50,50
368,23-08-2023,CUST368,Female,Pune,Clothing,57,Credit card,4,300,1200
369,15-11-2023,CUST369,Male,Surat,Electronics,56,Cash,3,500,1500
370,16-10-2023,CUST370,Male,Pune,Electronics,23,Ewallet,2,30,60
371,21-02-2023,CUST371,Female,Mumbai,Furniture,23,Cash,1,25,25
372,07-02-2023,CUST372,Female,Nashik,Beauty,20,Ewallet,3,500,1500
373,03-10-2023,CUST373,Female,Nashik,Beauty,24,Credit card,2,300,600
374,20-04-2023,CUST374,Female,Pune,Beauty,25,Credit card,3,25,75
375,17-09-2023,CUST375,Male,Mumbai,Clothing,59,Credit card,1,50,50
376,16-05-2023,CUST376,Female,Nashik,Beauty,32,Ewallet,1,30,30
377,09-03-2023,CUST377,Female,Pune,Clothing,64,Cash,4,50,200
378,28-06-2023,CUST378,Male,Mumbai,Beauty,46,Credit card,1,300,300
379,05-02-2023,CUST379,Female,Nashik,Clothing,50,Ewallet,1,25,25
380,06-05-2023,CUST380,Male,Pune,Furniture,47,Ewallet,2,300,600
381,09-07-2023,CUST381,Female,Pune,Clothing,56,Credit card,4,25,100
382,26-05-2023,CUST382,Female,Surat,Clothing,44,Cash,2,500,1000
383,22-03-2023,CUST383,Female,Mumbai,Beauty,53,Ewallet,3,30,90
384,13-08-2023,CUST384,Male,Nashik,Clothing,46,Cash,1,500,500
385,06-10-2023,CUST385,Male,Nashik,Electronics,55,Credit card,3,500,1500
386,27-12-2023,CUST386,Female,Pune,Electronics,50,Cash,2,300,600
387,04-06-2023,CUST387,Male,Mumbai,Furniture,54,Cash,1,30,30
388,10-11-2023,CUST388,Male,Nashik,Electronics,44,Cash,1,25,25
389,01-12-2023,CUST389,Male,Pune,Clothing,50,Ewallet,2,25,50
390,28-09-2023,CUST390,Male,Mumbai,Electronics,21,Ewallet,2,50,100
391,05-01-2023,CUST391,Male,Nashik,Beauty,39,Credit card,2,25,50
392,08-12-2023,CUST392,Male,Pune,Clothing,19,Credit card,2,300,600
393,11-10-2023,CUST393,Female,Pune,Beauty,27,Ewallet,2,500,1000
394,03-06-2023,CUST394,Female,Pune,Clothing,22,Ewallet,1,500,500
395,06-12-2023,CUST395,Male,Mumbai,Electronics,27,Cash,2,500,1000
396,23-02-2023,CUST396,Female,Nashik,Beauty,50,Ewallet,1,30,30
397,10-03-2023,CUST397,Female,Nashik,Beauty,55,Ewallet,1,25,25
398,16-05-2023,CUST398,Female,Pune,Furniture,30,Cash,2,300,600
399,01-03-2023,CUST399,Female,Mumbai,Beauty,48,Credit card,2,30,60
400,24-02-2023,CUST400,Male,Nashik,Clothing,64,Ewallet,4,50,200
401,11-10-2023,CUST401,Female,Pune,Clothing,53,Ewallet,1,300,300
402,21-03-2023,CUST402,Female,Mumbai,Clothing,62,Ewallet,2,300,600
403,20-05-2023,CUST403,Male,Nashik,Clothing,41,Ewallet,2,300,600
404,25-05-2023,CUST404,Male,Surat,Electronics,32,Ewallet,2,500,1000
405,06-11-2023,CUST405,Female,Pune,Clothing,46,Credit card,4,300,1200
406,18-04-2023,CUST406,Female,Pune,Beauty,25,Credit card,4,25,100
407,25-06-2023,CUST407,Female,Mumbai,Electronics,22,Ewallet,3,300,900
408,15-04-2023,CUST408,Female,Nashik,Beauty,46,Cash,1,500,500
409,18-12-2023,CUST409,Female,Nashik,Electronics,64,Ewallet,3,300,900
410,21-11-2023,CUST410,Female,Pune,Clothing,21,Ewallet,2,50,100
411,16-05-2023,CUST411,Male,Mumbai,Furniture,29,Cash,4,50,200
412,16-09-2023,CUST412,Female,Nashik,Electronics,62,Cash,4,500,2000
413,08-09-2023,CUST413,Female,Pune,Beauty,19,Credit card,3,25,75
414,09-05-2023,CUST414,Male,Mumbai,Beauty,44,Credit card,4,25,100
415,27-01-2023,CUST415,Male,Nashik,Clothing,48,Credit card,2,30,60
416,17-02-2023,CUST416,Male,Pune,Electronics,53,Ewallet,4,500,2000
417,21-11-2023,CUST417,Male,Pune,Electronics,53,Ewallet,3,300,900
418,05-08-2023,CUST418,Female,Pune,Electronics,43,Ewallet,2,500,1000
419,22-05-2023,CUST419,Female,Mumbai,Clothing,60,Credit card,3,30,90
420,23-01-2023,CUST420,Female,Nashik,Clothing,44,Ewallet,4,500,2000
421,02-01-2023,CUST421,Female,Nashik,Furniture,22,Ewallet,3,500,1500
422,20-06-2023,CUST422,Female,Pune,Clothing,37,Credit card,3,30,90
423,08-03-2023,CUST423,Female,Mumbai,Clothing,28,Cash,1,25,25
424,23-11-2023,CUST424,Male,Nashik,Beauty,27,Credit card,4,300,1200
425,15-05-2023,CUST425,Female,Pune,Electronics,57,Cash,4,30,120
426,24-03-2023,CUST426,Male,Mumbai,Electronics,55,Cash,3,50,150
427,15-08-2023,CUST427,Male,Nashik,Furniture,23,Credit card,1,25,25
428,10-10-2023,CUST428,Female,Pune,Electronics,25,Cash,4,50,200
429,28-12-2023,CUST429,Male,Pune,Electronics,40,Cash,2,25,50
430,07-08-2023,CUST430,Female,Pune,Furniture,64,Credit card,3,300,900
431,15-10-2023,CUST431,Male,Mumbai,Electronics,43,Ewallet,4,300,1200
432,05-01-2023,CUST432,Female,Nashik,Furniture,63,Ewallet,2,500,1000
433,27-02-2023,CUST433,Male,Nashik,Beauty,60,Ewallet,4,50,200
434,08-02-2023,CUST434,Female,Pune,Electronics,29,Ewallet,2,25,50
435,20-12-2023,CUST435,Female,Mumbai,Beauty,43,Ewallet,3,300,900
436,18-03-2023,CUST436,Female,Nashik,Clothing,30,Cash,4,30,120
437,07-10-2023,CUST437,Female,Pune,Electronics,57,Ewallet,4,300,1200
438,19-01-2023,CUST438,Female,Mumbai,Clothing,35,Cash,1,30,30
439,09-07-2023,CUST439,Male,Nashik,Clothing,42,Cash,3,25,75
440,26-10-2023,CUST440,Male,Pune,Furniture,50,Cash,2,300,600
441,10-10-2023,CUST441,Male,Surat,Beauty,64,Cash,4,300,1200
442,17-03-2023,CUST442,Female,Pune,Clothing,57,Cash,4,25,100
443,09-08-2023,CUST443,Male,Mumbai,Clothing,60,Credit card,2,300,600
444,07-03-2023,CUST444,Female,Nashik,Clothing,29,Ewallet,3,30,90
445,22-01-2023,CUST445,Female,Nashik,Electronics,61,Credit card,1,300,300
446,07-06-2023,CUST446,Male,Pune,Electronics,53,Ewallet,1,50,50
447,06-07-2023,CUST447,Male,Mumbai,Beauty,21,Cash,4,500,2000
448,21-01-2023,CUST448,Female,Nashik,Beauty,22,Cash,2,30,60
449,03-07-2023,CUST449,Male,Pune,Electronics,54,Ewallet,4,50,200
450,18-04-2023,CUST450,Female,Mumbai,Beauty,25,Credit card,2,25,50
451,16-12-2023,CUST451,Female,Nashik,Electronics,59,Ewallet,1,30,30
452,08-05-2023,CUST452,Female,Pune,Clothing,45,Cash,3,500,1500
453,08-12-2023,CUST453,Female,Surat,Furniture,48,Cash,2,500,1000
454,22-02-2023,CUST454,Female,Pune,Beauty,26,Ewallet,1,25,25
455,01-07-2023,CUST455,Male,Mumbai,Electronics,46,Cash,4,25,100
456,14-10-2023,CUST456,Male,Nashik,Electronics,31,Cash,2,30,60
457,28-07-2023,CUST457,Female,Nashik,Beauty,57,Credit card,3,300,900
458,14-11-2023,CUST458,Female,Pune,Electronics,58,Ewallet,4,25,100
459,21-03-2023,CUST459,Male,Mumbai,Clothing,39,Ewallet,4,300,1200
460,02-05-2023,CUST460,Male,Nashik,Beauty,28,Credit card,1,50,50
461,25-03-2023,CUST461,Female,Pune,Beauty,40,Cash,2,500,1000
462,01-04-2023,CUST462,Male,Mumbai,Electronics,18,Cash,4,300,1200
463,31-07-2023,CUST463,Female,Nashik,Beauty,63,Ewallet,3,500,1500
464,13-01-2023,CUST464,Male,Pune,Furniture,54,Ewallet,2,300,600
465,02-04-2023,CUST465,Female,Pune,Electronics,38,Cash,3,50,150
466,20-06-2023,CUST466,Male,Surat,Electronics,43,Cash,4,25,100
467,30-07-2023,CUST467,Female,Mumbai,Electronics,63,Credit card,3,50,150
468,09-12-2023,CUST468,Male,Nashik,Furniture,53,Cash,1,25,25
469,08-05-2023,CUST469,Male,Nashik,Beauty,40,Ewallet,3,25,75
470,17-05-2023,CUST470,Female,Pune,Clothing,18,Cash,2,500,1000
471,23-03-2023,CUST471,Male,Mumbai,Clothing,57,Ewallet,3,50,150
472,26-12-2023,CUST472,Female,Nashik,Beauty,32,Credit card,3,300,900
473,25-02-2023,CUST473,Male,Pune,Furniture,38,Credit card,1,50,50
474,15-07-2023,CUST474,Female,Mumbai,Clothing,64,Credit card,3,500,1500
475,20-01-2023,CUST475,Male,Nashik,Clothing,26,Ewallet,3,25,75
476,29-08-2023,CUST476,Female,Pune,Clothing,26,Cash,4,500,2000
477,24-04-2023,CUST477,Male,Pune,Clothing,27,Credit card,4,30,120
478,13-04-2023,CUST478,Female,Surat,Clothing,43,Ewallet,2,30,60
479,24-08-2023,CUST479,Male,Mumbai,Electronics,58,Ewallet,4,300,1200
480,29-06-2023,CUST480,Female,Nashik,Beauty,52,Credit card,4,500,2000
481,06-06-2023,CUST481,Female,Nashik,Electronics,42,Cash,4,300,1200
482,27-04-2023,CUST482,Female,Pune,Clothing,43,Ewallet,4,300,1200
483,25-04-2023,CUST483,Male,Mumbai,Clothing,28,Cash,1,30,30
484,13-01-2023,CUST484,Female,Nashik,Clothing,55,Credit card,4,300,1200
485,04-12-2023,CUST485,Male,Pune,Electronics,19,Cash,1,30,30
486,09-04-2023,CUST486,Female,Mumbai,Electronics,24,Cash,1,25,25
487,24-07-2023,CUST487,Male,Nashik,Clothing,35,Cash,4,500,2000
488,18-06-2023,CUST488,Female,Pune,Electronics,44,Ewallet,3,300,900
489,23-05-2023,CUST489,Male,Pune,Electronics,51,Ewallet,1,30,30
490,05-02-2023,CUST490,Male,Pune,Clothing,44,Credit card,3,50,150
491,23-05-2023,CUST491,Female,Mumbai,Electronics,34,Credit card,3,300,900
492,29-06-2023,CUST492,Male,Nashik,Beauty,60,Ewallet,4,25,100
493,25-11-2023,CUST493,Male,Nashik,Beauty,61,Ewallet,2,25,50
494,18-09-2023,CUST494,Female,Pune,Beauty,41,Cash,4,50,200
495,24-07-2023,CUST495,Male,Mumbai,Beauty,42,Ewallet,2,30,60
496,14-12-2023,CUST496,Male,Nashik,Clothing,24,Ewallet,2,300,600
497,02-10-2023,CUST497,Male,Pune,Clothing,23,Cash,4,30,120
498,19-06-2023,CUST498,Female,Mumbai,Clothing,41,Credit card,4,25,100
499,15-01-2023,CUST499,Male,Nashik,Beauty,50,Ewallet,2,30,60
500,01-03-2023,CUST500,Female,Pune,Beauty,46,Ewallet,4,25,100
501,14-05-2023,CUST501,Male,Surat,Food,60,Ewallet,2,30,60
502,02-04-2023,CUST502,Male,Pune,Electronics,39,Ewallet,3,50,150
503,25-10-2023,CUST503,Male,Mumbai,Furniture,43,Ewallet,4,500,2000
504,16-05-2023,CUST504,Female,Nashik,Beauty,45,Credit card,3,50,150
505,20-01-2023,CUST505,Male,Nashik,Beauty,38,Credit card,1,50,50
506,25-02-2023,CUST506,Male,Kolkata,Beauty,24,Ewallet,3,500,1500
507,02-11-2023,CUST507,Female,Mumbai,Electronics,34,Cash,3,500,1500
508,11-08-2023,CUST508,Male,Nashik,Food,37,Ewallet,2,300,600
509,26-06-2023,CUST509,Female,Pune,Electronics,58,Ewallet,3,300,900
510,10-06-2023,CUST510,Female,Mumbai,Beauty,37,Cash,4,50,200
511,12-08-2023,CUST511,Male,Nashik,Beauty,39,Cash,2,50,100
512,07-11-2023,CUST512,Female,Pune,Beauty,45,Credit card,1,25,25
513,19-09-2023,CUST513,Male,Surat,Electronics,57,Credit card,4,25,100
514,01-03-2023,CUST514,Female,Pune,Electronics,24,Credit card,1,300,300
515,17-07-2023,CUST515,Female,Mumbai,Clothing,18,Ewallet,3,300,900
516,23-10-2023,CUST516,Male,Nashik,Beauty,49,Ewallet,4,25,100
517,08-04-2023,CUST517,Female,Nashik,Clothing,30,Ewallet,4,25,100
518,11-05-2023,CUST518,Female,Pune,Clothing,47,Credit card,1,30,30
519,23-01-2023,CUST519,Female,Mumbai,Electronics,40,Ewallet,4,30,120
520,29-12-2023,CUST520,Female,Nashik,Food,36,Ewallet,4,25,100
521,12-08-2023,CUST521,Female,Pune,Clothing,49,Credit card,4,30,120
522,01-01-2023,CUST522,Male,Mumbai,Beauty,47,Cash,3,500,1500
523,24-09-2023,CUST523,Female,Nashik,Electronics,46,Credit card,1,300,300
524,03-10-2023,CUST524,Male,Pune,Beauty,62,Cash,4,300,1200
525,18-12-2023,CUST525,Female,Surat,Beauty,46,Cash,2,25,50
526,10-12-2023,CUST526,Male,Pune,Food,47,Credit card,2,50,100
527,11-04-2023,CUST527,Male,Mumbai,Clothing,33,Cash,2,25,50
528,06-07-2023,CUST528,Female,Nashik,Clothing,57,Cash,2,30,60
529,09-08-2023,CUST529,Female,Nashik,Food,36,Credit card,3,50,150
530,05-02-2023,CUST530,Female,Pune,Electronics,35,Ewallet,4,30,120
531,07-12-2023,CUST531,Male,Mumbai,Electronics,18,Ewallet,1,500,500
532,19-06-2023,CUST532,Female,Nashik,Clothing,31,Ewallet,4,30,120
533,16-11-2023,CUST533,Male,Pune,Electronics,64,Ewallet,3,500,1500
534,10-06-2023,CUST534,Male,Mumbai,Clothing,19,Ewallet,2,500,1000
535,06-12-2023,CUST535,Male,Nashik,Beauty,45,Cash,3,30,90
536,05-03-2023,CUST536,Female,Pune,Food,47,Ewallet,4,30,120
537,03-06-2023,CUST537,Female,Surat,Beauty,55,Cash,1,500,500
538,17-09-2023,CUST538,Male,Pune,Clothing,21,Cash,3,50,150
539,08-06-2023,CUST539,Male,Mumbai,Beauty,18,Cash,1,500,500
540,08-12-2023,CUST540,Female,Nashik,Electronics,25,Cash,3,300,900
541,29-07-2023,CUST541,Male,Nashik,Food,46,Cash,1,500,500
542,17-06-2023,CUST542,Female,Pune,Beauty,56,Credit card,1,50,50
543,26-07-2023,CUST543,Male,Mumbai,Beauty,20,Ewallet,2,300,600
544,23-12-2023,CUST544,Female,Nashik,Electronics,49,Credit card,1,25,25
545,01-06-2023,CUST545,Male,Pune,Clothing,27,Ewallet,2,25,50
546,11-10-2023,CUST546,Female,Mumbai,Electronics,27,Cash,4,50,200
547,07-03-2023,CUST547,Male,Nashik,Clothing,36,Cash,4,500,2000
548,09-04-2023,CUST548,Female,Pune,Clothing,63,Ewallet,2,30,60
549,04-08-2023,CUST549,Female,Surat,Beauty,51,Credit card,2,50,100
550,07-12-2023,CUST550,Male,Pune,Clothing,50,Ewallet,3,300,900
551,14-07-2023,CUST551,Male,Mumbai,Food,40,Cash,3,300,900
552,13-12-2023,CUST552,Female,Nashik,Electronics,45,Cash,3,25,75
553,31-03-2023,CUST553,Male,Nashik,Clothing,49,Ewallet,4,300,1200
554,12-11-2023,CUST554,Female,Pune,Beauty,24,Cash,3,50,150
555,19-10-2023,CUST555,Male,Mumbai,Beauty,46,Cash,1,300,300
556,04-06-2023,CUST556,Female,Nashik,Electronics,25,Credit card,1,50,50
557,27-07-2023,CUST557,Female,Pune,Beauty,18,Ewallet,3,30,90
558,08-10-2023,CUST558,Female,Mumbai,Clothing,20,Ewallet,1,25,25
559,01-01-2023,CUST559,Female,Nashik,Clothing,41,Credit card,4,300,1200
560,05-06-2023,CUST560,Female,Pune,Food,40,Cash,1,50,50
561,27-05-2023,CUST561,Female,Surat,Clothing,25,Cash,4,500,2000
562,18-04-2023,CUST562,Male,Pune,Electronics,64,Ewallet,2,25,50
563,09-08-2023,CUST563,Male,Mumbai,Clothing,54,Ewallet,2,30,60
564,24-10-2023,CUST564,Male,Nashik,Electronics,20,Cash,2,50,100
565,07-11-2023,CUST565,Female,Nashik,Beauty,50,Cash,2,30,60
566,02-12-2023,CUST566,Female,Pune,Clothing,45,Credit card,1,30,30
567,14-06-2023,CUST567,Female,Mumbai,Clothing,64,Cash,3,300,900
568,27-08-2023,CUST568,Female,Nashik,Electronics,25,Ewallet,1,300,300
569,15-08-2023,CUST569,Male,Pune,Electronics,51,Cash,4,50,200
570,15-08-2023,CUST570,Male,Mumbai,Clothing,52,Ewallet,1,500,500
571,12-12-2023,CUST571,Female,Nashik,Electronics,49,Credit card,1,50,50
572,20-04-2023,CUST572,Male,Pune,Clothing,41,Credit card,4,500,2000
573,19-09-2023,CUST573,Male,Surat,Beauty,31,Credit card,2,30,60
574,31-08-2023,CUST574,Female,Mumbai,Food,49,Ewallet,2,25,50
575,28-03-2023,CUST575,Male,Nashik,Clothing,63,Cash,2,50,100
576,04-12-2023,CUST576,Female,Pune,Beauty,60,Credit card,3,50,150
577,13-02-2023,CUST577,Male,Pune,Beauty,33,Ewallet,4,500,2000
578,26-05-2023,CUST578,Female,Pune,Clothing,21,Ewallet,4,30,120
579,21-09-2023,CUST579,Female,Mumbai,Electronics,54,Credit card,1,30,30
580,06-12-2023,CUST580,Female,Nashik,Clothing,38,Cash,3,500,1500
581,21-11-2023,CUST581,Female,Nashik,Beauty,31,Ewallet,2,30,60
582,14-11-2023,CUST582,Male,Pune,Clothing,48,Cash,3,300,900
583,21-06-2023,CUST583,Female,Mumbai,Electronics,35,Credit card,4,25,100
584,17-02-2023,CUST584,Female,Nashik,Beauty,24,Cash,4,50,200
585,01-05-2023,CUST585,Female,Pune,Food,27,Cash,1,25,25
586,11-12-2023,CUST586,Male,Mumbai,Electronics,24,Cash,1,50,50
587,08-06-2023,CUST587,Female,Nashik,Beauty,50,Ewallet,4,300,1200
588,26-04-2023,CUST588,Male,Pune,Electronics,40,Ewallet,2,30,60
589,12-04-2023,CUST589,Female,Pune,Beauty,38,Credit card,2,500,1000
590,17-03-2023,CUST590,Male,Mumbai,Clothing,36,Credit card,3,300,900
591,13-01-2023,CUST591,Male,Nashik,Electronics,36,Ewallet,4,25,100
592,24-01-2023,CUST592,Female,Pune,Beauty,53,Ewallet,4,500,2000
593,06-05-2023,CUST593,Male,Pune,Electronics,46,Cash,2,30,60
594,01-09-2023,CUST594,Female,Pune,Electronics,35,Ewallet,2,300,600
595,09-11-2023,CUST595,Female,Mumbai,Clothing,19,Ewallet,4,500,2000
596,07-02-2023,CUST596,Female,Nashik,Electronics,18,Cash,1,300,300
597,22-08-2023,CUST597,Male,Nashik,Beauty,64,Credit card,4,300,1200
598,01-08-2023,CUST598,Male,Pune,Beauty,22,Ewallet,4,30,120
599,19-11-2023,CUST599,Female,Mumbai,Food,37,Ewallet,2,50,100
600,22-10-2023,CUST600,Female,Nashik,Beauty,28,Ewallet,2,500,1000
601,10-04-2023,CUST601,Male,Pune,Clothing,59,Ewallet,1,30,30
602,23-12-2023,CUST602,Female,Mumbai,Electronics,19,Ewallet,1,300,300
603,16-07-2023,CUST603,Female,Nashik,Clothing,20,Credit card,3,30,90
604,11-09-2023,CUST604,Female,Pune,Electronics,40,Credit card,4,50,200
605,24-07-2023,CUST605,Male,Pune,Electronics,29,Ewallet,2,500,1000
606,05-05-2023,CUST606,Male,Mumbai,Food,37,Cash,1,50,50
607,17-03-2023,CUST607,Male,Nashik,Clothing,22,Ewallet,3,25,75
608,02-12-2023,CUST608,Female,Pune,Electronics,54,Ewallet,3,500,1500
609,19-12-2023,CUST609,Female,Pune,Clothing,55,Cash,2,50,100
610,03-01-2023,CUST610,Female,Pune,Beauty,47,Cash,2,300,600
611,24-02-2023,CUST611,Male,Kolkata,Beauty,26,Credit card,3,500,1500
612,06-08-2023,CUST612,Female,Nashik,Electronics,51,Credit card,1,500,500
613,23-04-2023,CUST613,Female,Nashik,Clothing,61,Credit card,3,30,90
614,01-04-2023,CUST614,Female,Pune,Beauty,52,Ewallet,4,300,1200
615,23-12-2023,CUST615,Female,Mumbai,Clothing,39,Ewallet,4,25,100
616,23-09-2023,CUST616,Male,Nashik,Clothing,61,Ewallet,2,50,100
617,26-08-2023,CUST617,Male,Pune,Electronics,41,Credit card,1,30,30
618,26-01-2023,CUST618,Female,Mumbai,Beauty,34,Ewallet,1,50,50
619,13-10-2023,CUST619,Male,Nashik,Electronics,27,Ewallet,4,25,100
620,08-05-2023,CUST620,Male,Pune,Electronics,47,Credit card,3,25,75
621,04-03-2023,CUST621,Female,Pune,Beauty,63,Cash,2,500,1000
622,22-08-2023,CUST622,Female,Mumbai,Beauty,40,Credit card,3,25,75
623,10-03-2023,CUST623,Male,Nashik,Clothing,49,Cash,3,50,150
624,26-08-2023,CUST624,Female,Pune,Beauty,34,Cash,3,300,900
625,08-12-2023,CUST625,Male,Surat,Clothing,34,Credit card,1,300,300
626,29-09-2023,CUST626,Female,Pune,Clothing,31,Cash,4,500,2000
627,14-10-2023,CUST627,Male,Mumbai,Clothing,26,Cash,1,50,50
628,01-11-2023,CUST628,Female,Kolkata,Beauty,57,Credit card,4,50,200
629,12-06-2023,CUST629,Male,Nashik,Electronics,19,Ewallet,2,25,50
630,15-08-2023,CUST630,Male,Pune,Food,62,Ewallet,2,50,100
631,10-11-2023,CUST631,Male,Mumbai,Electronics,42,Ewallet,3,30,90
632,16-09-2023,CUST632,Female,Nashik,Electronics,56,Ewallet,4,25,100
633,07-08-2023,CUST633,Male,Pune,Beauty,26,Ewallet,4,30,120
634,08-10-2023,CUST634,Male,Mumbai,Electronics,39,Cash,4,500,2000
635,17-08-2023,CUST635,Female,Nashik,Electronics,60,Ewallet,3,300,900
636,23-03-2023,CUST636,Female,Pune,Beauty,63,Cash,3,500,1500
637,01-09-2023,CUST637,Male,Pune,Clothing,21,Cash,2,300,600
638,19-08-2023,CUST638,Male,Mumbai,Electronics,43,Cash,1,500,500
639,13-05-2023,CUST639,Female,Kolkata,Beauty,46,Cash,4,50,200
640,07-05-2023,CUST640,Female,Pune,Electronics,62,Cash,4,30,120
641,23-11-2023,CUST641,Female,Surat,Electronics,51,Credit card,1,300,300
642,22-05-2023,CUST642,Female,Pune,Clothing,40,Ewallet,4,25,100
643,24-09-2023,CUST643,Female,Mumbai,Electronics,54,Credit card,3,30,90
644,06-09-2023,CUST644,Male,Nashik,Beauty,28,Ewallet,3,25,75
645,17-11-2023,CUST645,Female,Nashik,Electronics,23,Cash,4,30,120
646,03-05-2023,CUST646,Male,Pune,Clothing,35,Cash,3,30,90
647,21-05-2023,CUST647,Male,Mumbai,Clothing,38,Ewallet,3,500,1500
648,14-08-2023,CUST648,Male,Nashik,Food,59,Credit card,4,300,1200
649,09-02-2023,CUST649,Female,Pune,Clothing,53,Ewallet,2,300,600
650,01-01-2024,CUST650,Male,Mumbai,Electronics,58,Cash,1,30,30
651,27-05-2023,CUST651,Male,Nashik,Food,55,Cash,3,50,150
652,01-05-2023,CUST652,Female,Surat,Beauty,51,Ewallet,2,50,100
653,20-05-2023,CUST653,Male,Pune,Clothing,34,Cash,3,25,75
654,21-06-2023,CUST654,Male,Mumbai,Clothing,54,Cash,3,25,75
655,13-06-2023,CUST655,Female,Nashik,Clothing,42,Credit card,1,500,500
656,04-10-2023,CUST656,Male,Pune,Beauty,55,Ewallet,3,30,90
657,11-02-2023,CUST657,Male,Pune,Clothing,29,Ewallet,1,25,25
658,12-03-2023,CUST658,Male,Pune,Clothing,40,Credit card,1,25,25
659,19-03-2023,CUST659,Female,Mumbai,Electronics,59,Cash,1,30,30
660,29-04-2023,CUST660,Female,Kolkata,Beauty,39,Cash,2,500,1000
661,16-07-2023,CUST661,Female,Nashik,Clothing,38,Ewallet,4,25,100
662,22-12-2023,CUST662,Male,Pune,Beauty,44,Ewallet,2,500,1000
663,20-03-2023,CUST663,Male,Mumbai,Clothing,48,Cash,4,300,1200
664,28-12-2023,CUST664,Female,Nashik,Clothing,23,Cash,4,500,2000
665,20-04-2023,CUST665,Male,Pune,Clothing,44,Credit card,1,50,50
666,02-02-2023,CUST666,Male,Mumbai,Electronics,57,Cash,3,50,150
667,01-08-2023,CUST667,Female,Nashik,Electronics,51,Ewallet,1,500,500
668,28-07-2023,CUST668,Female,Pune,Electronics,29,Cash,3,50,150
669,19-06-2023,CUST669,Male,Pune,Beauty,62,Ewallet,4,300,1200
670,05-10-2023,CUST670,Male,Mumbai,Beauty,24,Credit card,1,30,30
671,27-08-2023,CUST671,Male,Nashik,Electronics,27,Credit card,3,50,150
672,01-08-2023,CUST672,Female,Pune,Beauty,62,Credit card,2,50,100
673,01-02-2023,CUST673,Female,Pune,Clothing,34,Ewallet,3,500,1500
674,16-04-2023,CUST674,Female,Pune,Food,43,Cash,1,300,300
675,04-08-2023,CUST675,Female,Mumbai,Clothing,38,Credit card,2,30,60
676,19-07-2023,CUST676,Male,Nashik,Electronics,45,Ewallet,3,500,1500
677,27-10-2023,CUST677,Female,Nashik,Beauty,63,Ewallet,3,500,1500
678,23-12-2023,CUST678,Female,Pune,Electronics,19,Credit card,3,300,900
679,11-01-2023,CUST679,Female,Mumbai,Beauty,60,Cash,3,30,90
680,22-10-2023,CUST680,Female,Nashik,Clothing,18,Ewallet,3,300,900
681,14-07-2023,CUST681,Female,Pune,Food,53,Cash,2,30,60
682,02-09-2023,CUST682,Male,Mumbai,Beauty,43,Credit card,4,300,1200
683,04-01-2023,CUST683,Male,Nashik,Beauty,46,Cash,2,500,1000
684,30-06-2023,CUST684,Female,Pune,Clothing,38,Cash,2,500,1000
685,02-06-2023,CUST685,Male,Kolkata,Electronics,28,Cash,2,25,50
686,19-07-2023,CUST686,Female,Mumbai,Electronics,57,Ewallet,4,50,200
687,03-08-2023,CUST687,Female,Nashik,Electronics,28,Ewallet,1,300,300
688,03-10-2023,CUST688,Male,Pune,Clothing,53,Credit card,4,25,100
689,07-10-2023,CUST689,Male,Pune,Electronics,56,Credit card,2,50,100
690,05-11-2023,CUST690,Female,Pune,Clothing,57,Ewallet,3,300,900
691,23-04-2023,CUST691,Female,Mumbai,Clothing,52,Ewallet,3,30,90
